ingame_name,npc_id,npc_id_expanded,x,y,plane,region,is_attackable?,wiki_version,,
Goblin,2248,2248,3047,10126,0,region_wilderness,1,Goblin (God Wars Dungeon)#Level 15,,"|x:3047,y:10126"
Goblin,2248,2248,2858,5331,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 15,,"|x:2858,y:5331"
Goblin,2248,2248,2862,5314,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 15,,"|x:2862,y:5314"
Goblin,2248,2248,2865,5313,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 15,,"|x:2865,y:5313"
Goblin,2248,2248,2878,5329,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 15,,"|x:2878,y:5329"
Goblin,2249,2249,3050,10129,0,region_wilderness,1,Goblin (God Wars Dungeon)#Level 13,,"|x:3050,y:10129"
Goblin,2249,2249,2856,5330,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 13,,"|x:2856,y:5330"
Goblin,2249,2249,2864,5312,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 13,,"|x:2864,y:5312"
Goblin,2249,2249,2879,5328,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 13,,"|x:2879,y:5328"
Goblin,2247,2247,2857,5331,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 12 (banner),,"|x:2857,y:5331"
Goblin,2247,2247,2864,5315,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 12 (banner),,"|x:2864,y:5315"
Goblin,2247,2247,2878,5328,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 12 (banner),,"|x:2878,y:5328"
Goblin,2246,2246,2864,5314,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 12,,"|x:2864,y:5314"
Goblin,2246,2246,2877,5327,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 12,,"|x:2877,y:5327"
Goblin,2246,2246,2879,5330,2,region_asgarnia,1,Goblin (God Wars Dungeon)#Level 12,,"|x:2879,y:5330"
Goblin,660,660,2951,3481,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2951,y:3481"
Goblin,659,659,2951,3483,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2951,y:3483"
Goblin,658,658,2951,3501,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2951,y:3501"
Goblin,658,658,2952,3507,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2952,y:3507"
Goblin,659,659,2953,3487,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2953,y:3487"
Goblin,657,657,2954,3500,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2954,y:3500"
Goblin,655,655,2955,3507,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2955,y:3507"
Goblin,659,659,2957,3492,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2957,y:3492"
Goblin,661,661,2959,3499,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2959,y:3499"
Goblin,657,657,2962,3503,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2962,y:3503"
Goblin,655,655,2964,3511,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2964,y:3511"
Goblin,657,657,2965,3494,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2965,y:3494"
Goblin,656,656,2969,3489,0,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2969,y:3489"
Goblin,659,659,2958,3497,2,region_asgarnia,1,Goblin (Goblin Village)#Red,,"|x:2958,y:3497"
Goblin,668,668,2951,3497,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2951,y:3497"
Goblin,662,662,2952,3510,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2952,y:3510"
Goblin,667,667,2954,3491,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2954,y:3491"
Goblin,668,668,2954,3503,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2954,y:3503"
Goblin,667,667,2956,3500,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2956,y:3500"
Goblin,664,664,2957,3482,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2957,y:3482"
Goblin,665,665,2957,3484,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2957,y:3484"
Goblin,663,663,2957,3508,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2957,y:3508"
Goblin,664,664,2958,3507,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2958,y:3507"
Goblin,665,665,2963,3514,0,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2963,y:3514"
Goblin,668,668,2955,3496,2,region_asgarnia,1,Goblin (Goblin Village)#Green,,"|x:2955,y:3496"
Goat,1796,1796,3173,2795,0,region_desert,1,Goat#Tan,,"|x:3173,y:2795"
Goat,1795,1795,3395,2932,0,region_desert,1,Goat#Tan,,"|x:3395,y:2932"
Goat,1796,1796,3396,2934,0,region_desert,1,Goat#Tan,,"|x:3396,y:2934"
Goat,1795,1795,3337,3020,0,region_desert,1,Goat#Tan,,"|x:3337,y:3020"
Goat,1795,1795,3206,3082,0,region_desert,1,Goat#Tan,,"|x:3206,y:3082"
Goat,1795,1795,3207,3081,0,region_desert,1,Goat#Tan,,"|x:3207,y:3081"
Goat,1796,1796,3207,3083,0,region_desert,1,Goat#Tan,,"|x:3207,y:3083"
Goat,1796,1796,3208,3082,0,region_desert,1,Goat#Tan,,"|x:3208,y:3082"
Goat,1796,1796,3209,3081,0,region_desert,1,Goat#Tan,,"|x:3209,y:3081"
Goat,1796,1796,3325,2843,0,region_desert,1,Goat#Tan,,"|x:3325,y:2843"
Goat,1796,1796,3325,2845,0,region_desert,1,Goat#Tan,,"|x:3325,y:2845"
Goat,1795,1795,3326,2847,0,region_desert,1,Goat#Tan,,"|x:3326,y:2847"
Goat,1795,1795,3327,2844,0,region_desert,1,Goat#Tan,,"|x:3327,y:2844"
Goat,1796,1796,3438,3152,0,region_desert,1,Goat#Tan,,"|x:3438,y:3152"
Goat,1795,1795,3438,3153,0,region_desert,1,Goat#Tan,,"|x:3438,y:3153"
Goat,1796,1796,3439,3154,0,region_desert,1,Goat#Tan,,"|x:3439,y:3154"
Goat,1795,1795,3440,3152,0,region_desert,1,Goat#Tan,,"|x:3440,y:3152"
Goat,1792,1792,3460,3011,0,region_desert,1,Goat#Brown,,"|x:3460,y:3011"
Goat,1793,1793,3462,3009,0,region_desert,1,Goat#Brown,,"|x:3462,y:3009"
Goat,1793,1793,3481,3029,0,region_desert,1,Goat#Brown,,"|x:3481,y:3029"
Goat,1792,1792,3501,3022,0,region_desert,1,Goat#Brown,,"|x:3501,y:3022"
Goat,1792,1792,3161,2782,0,region_desert,1,Goat#Brown,,"|x:3161,y:2782"
Goat,1792,1792,3171,2794,0,region_desert,1,Goat#Brown,,"|x:3171,y:2794"
Goat,1793,1793,3172,2797,0,region_desert,1,Goat#Brown,,"|x:3172,y:2797"
Goat,1792,1792,3180,2760,0,region_desert,1,Goat#Brown,,"|x:3180,y:2760"
Goat,1792,1792,3409,2889,0,region_desert,1,Goat#Brown,,"|x:3409,y:2889"
Goat,1793,1793,3411,2885,0,region_desert,1,Goat#Brown,,"|x:3411,y:2885"
Goat,1793,1793,3415,2885,0,region_desert,1,Goat#Brown,,"|x:3415,y:2885"
Goat,1792,1792,3335,3019,0,region_desert,1,Goat#Brown,,"|x:3335,y:3019"
Goat,1793,1793,3338,3021,0,region_desert,1,Goat#Brown,,"|x:3338,y:3021"
Goat,1793,1793,3364,3033,0,region_desert,1,Goat#Brown,,"|x:3364,y:3033"
Goat,1793,1793,3365,3036,0,region_desert,1,Goat#Brown,,"|x:3365,y:3036"
Goat,1792,1792,3366,3034,0,region_desert,1,Goat#Brown,,"|x:3366,y:3034"
Gnome,5968,5968,2506,3229,0,region_kandarin,1,Gnome#Level 3,,"|x:2506,y:3229"
Gnome,5970,5970,2508,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2508,y:3209"
Gnome,5970,5970,2510,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2510,y:3209"
Gnome,5970,5970,2513,3216,0,region_kandarin,1,Gnome#Level 3,,"|x:2513,y:3216"
Gnome,5970,5970,2517,3212,0,region_kandarin,1,Gnome#Level 3,,"|x:2517,y:3212"
Gnome,5970,5970,2518,3217,0,region_kandarin,1,Gnome#Level 3,,"|x:2518,y:3217"
Gnome,5968,5968,2519,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2519,y:3210"
Gnome,5970,5970,2520,3218,0,region_kandarin,1,Gnome#Level 3,,"|x:2520,y:3218"
Gnome,5968,5968,2522,3215,0,region_kandarin,1,Gnome#Level 3,,"|x:2522,y:3215"
Gnome,5970,5970,2525,3204,0,region_kandarin,1,Gnome#Level 3,,"|x:2525,y:3204"
Gnome,5970,5970,2525,3221,0,region_kandarin,1,Gnome#Level 3,,"|x:2525,y:3221"
Gnome,5968,5968,2526,3218,0,region_kandarin,1,Gnome#Level 3,,"|x:2526,y:3218"
Gnome,5968,5968,2526,3226,0,region_kandarin,1,Gnome#Level 3,,"|x:2526,y:3226"
Gnome,5970,5970,2529,3220,0,region_kandarin,1,Gnome#Level 3,,"|x:2529,y:3220"
Gnome,5968,5968,2531,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2531,y:3209"
Gnome,5968,5968,2531,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2531,y:3210"
Gnome,5968,5968,2532,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2532,y:3209"
Gnome,5968,5968,2532,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2532,y:3210"
Gnome,5968,5968,2532,3220,0,region_kandarin,1,Gnome#Level 3,,"|x:2532,y:3220"
Gnome,5968,5968,2533,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2533,y:3209"
Gnome,5968,5968,2533,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2533,y:3210"
Gnome,5968,5968,2534,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2534,y:3209"
Gnome,5968,5968,2534,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2534,y:3210"
Gnome,5968,5968,2536,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2536,y:3209"
Gnome,5968,5968,2536,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2536,y:3210"
Gnome,5968,5968,2536,3215,0,region_kandarin,1,Gnome#Level 3,,"|x:2536,y:3215"
Gnome,5970,5970,2536,3218,0,region_kandarin,1,Gnome#Level 3,,"|x:2536,y:3218"
Gnome,5968,5968,2536,3234,0,region_kandarin,1,Gnome#Level 3,,"|x:2536,y:3234"
Gnome,5968,5968,2537,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2537,y:3209"
Gnome,5968,5968,2537,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2537,y:3210"
Gnome,5968,5968,2538,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2538,y:3209"
Gnome,5968,5968,2538,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2538,y:3210"
Gnome,5968,5968,2539,3209,0,region_kandarin,1,Gnome#Level 3,,"|x:2539,y:3209"
Gnome,5968,5968,2539,3210,0,region_kandarin,1,Gnome#Level 3,,"|x:2539,y:3210"
Gnome,5970,5970,2540,3219,0,region_kandarin,1,Gnome#Level 3,,"|x:2540,y:3219"
Gnome,5968,5968,2542,3222,0,region_kandarin,1,Gnome#Level 3,,"|x:2542,y:3222"
Gnome,5968,5968,2543,3217,0,region_kandarin,1,Gnome#Level 3,,"|x:2543,y:3217"
Gnome,5968,5968,2545,3228,0,region_kandarin,1,Gnome#Level 3,,"|x:2545,y:3228"
Gnome,5968,5968,2546,3211,0,region_kandarin,1,Gnome#Level 3,,"|x:2546,y:3211"
Gnome,5970,5970,2548,3227,0,region_kandarin,1,Gnome#Level 3,,"|x:2548,y:3227"
Gnome,5970,5970,2550,3228,0,region_kandarin,1,Gnome#Level 3,,"|x:2550,y:3228"
Gnome,5970,5970,2551,3222,0,region_kandarin,1,Gnome#Level 3,,"|x:2551,y:3222"
Gnome,5970,5970,2551,3230,0,region_kandarin,1,Gnome#Level 3,,"|x:2551,y:3230"
Gnome,5970,5970,2552,3232,0,region_kandarin,1,Gnome#Level 3,,"|x:2552,y:3232"
Gnome,5968,5968,2553,3220,0,region_kandarin,1,Gnome#Level 3,,"|x:2553,y:3220"
Gnome,5970,5970,2553,3224,0,region_kandarin,1,Gnome#Level 3,,"|x:2553,y:3224"
Gnome,5969,5969,2511,3210,0,region_kandarin,1,Gnome#Level 1,,"|x:2511,y:3210"
Gnome,5969,5969,2515,3216,0,region_kandarin,1,Gnome#Level 1,,"|x:2515,y:3216"
Gnome,5969,5969,2515,3230,0,region_kandarin,1,Gnome#Level 1,,"|x:2515,y:3230"
Gnome,5969,5969,2519,3212,0,region_kandarin,1,Gnome#Level 1,,"|x:2519,y:3212"
Gnome,5969,5969,2521,3218,0,region_kandarin,1,Gnome#Level 1,,"|x:2521,y:3218"
Gnome,5969,5969,2524,3214,0,region_kandarin,1,Gnome#Level 1,,"|x:2524,y:3214"
Gnome,5969,5969,2527,3203,0,region_kandarin,1,Gnome#Level 1,,"|x:2527,y:3203"
Gnome,5969,5969,2529,3218,0,region_kandarin,1,Gnome#Level 1,,"|x:2529,y:3218"
Gnome,5969,5969,2534,3220,0,region_kandarin,1,Gnome#Level 1,,"|x:2534,y:3220"
Gnome,5969,5969,2540,3224,0,region_kandarin,1,Gnome#Level 1,,"|x:2540,y:3224"
Gnome,5969,5969,2544,3225,0,region_kandarin,1,Gnome#Level 1,,"|x:2544,y:3225"
Gnome,5969,5969,2547,3221,0,region_kandarin,1,Gnome#Level 1,,"|x:2547,y:3221"
Gnome,5969,5969,2554,3233,0,region_kandarin,1,Gnome#Level 1,,"|x:2554,y:3233"
Gnome,5969,5969,2555,3225,0,region_kandarin,1,Gnome#Level 1,,"|x:2555,y:3225"
Gnome,6095,6095,2556,3226,0,region_kandarin,1,Gnome#Level 1,,"|x:2556,y:3226"
Gnome,6096,6096,2305,5394,0,region_kandarin,1,Gnome#Level 1,,"|x:2305,y:5394"
Gnome,6096,6096,2305,5412,0,region_kandarin,1,Gnome#Level 1,,"|x:2305,y:5412"
Gnome,6094,6094,2307,5380,0,region_kandarin,1,Gnome#Level 1,,"|x:2307,y:5380"
Gnome,6094,6094,2309,5390,0,region_kandarin,1,Gnome#Level 1,,"|x:2309,y:5390"
Gnome,6095,6095,2309,5398,0,region_kandarin,1,Gnome#Level 1,,"|x:2309,y:5398"
Gnome,6095,6095,2314,5385,0,region_kandarin,1,Gnome#Level 1,,"|x:2314,y:5385"
Gnome,6094,6094,2319,5422,0,region_kandarin,1,Gnome#Level 1,,"|x:2319,y:5422"
Gnome,6095,6095,2328,5387,0,region_kandarin,1,Gnome#Level 1,,"|x:2328,y:5387"
Gnome,6094,6094,2329,5382,0,region_kandarin,1,Gnome#Level 1,,"|x:2329,y:5382"
Gnome,6096,6096,2330,5417,0,region_kandarin,1,Gnome#Level 1,,"|x:2330,y:5417"
Gnome,6096,6096,2336,5425,0,region_kandarin,1,Gnome#Level 1,,"|x:2336,y:5425"
Gnome,6095,6095,2343,5416,0,region_kandarin,1,Gnome#Level 1,,"|x:2343,y:5416"
Gnome,6095,6095,2346,5428,0,region_kandarin,1,Gnome#Level 1,,"|x:2346,y:5428"
Gnome,6095,6095,2347,5391,0,region_kandarin,1,Gnome#Level 1,,"|x:2347,y:5391"
Gnome,6096,6096,2348,5378,0,region_kandarin,1,Gnome#Level 1,,"|x:2348,y:5378"
Gnome,6094,6094,2350,5422,0,region_kandarin,1,Gnome#Level 1,,"|x:2350,y:5422"
Gnome,6095,6095,2351,5388,0,region_kandarin,1,Gnome#Level 1,,"|x:2351,y:5388"
Gnome,6095,6095,2358,5390,0,region_kandarin,1,Gnome#Level 1,,"|x:2358,y:5390"
Gnome,6095,6095,2364,5394,0,region_kandarin,1,Gnome#Level 1,,"|x:2364,y:5394"
Gnome,6096,6096,2308,5385,1,region_kandarin,1,Gnome#Level 1,,"|x:2308,y:5385"
Gnome,6095,6095,2315,5384,1,region_kandarin,1,Gnome#Level 1,,"|x:2315,y:5384"
Gnome,6095,6095,2315,5422,1,region_kandarin,1,Gnome#Level 1,,"|x:2315,y:5422"
Gnome,6096,6096,2317,5422,1,region_kandarin,1,Gnome#Level 1,,"|x:2317,y:5422"
Gnome,6095,6095,2320,5416,1,region_kandarin,1,Gnome#Level 1,,"|x:2320,y:5416"
Gnome,6096,6096,2321,5383,1,region_kandarin,1,Gnome#Level 1,,"|x:2321,y:5383"
Gnome,6094,6094,2321,5412,1,region_kandarin,1,Gnome#Level 1,,"|x:2321,y:5412"
Gnome,6095,6095,2321,5426,1,region_kandarin,1,Gnome#Level 1,,"|x:2321,y:5426"
Gnome,6094,6094,2323,5410,1,region_kandarin,1,Gnome#Level 1,,"|x:2323,y:5410"
Gnome,6096,6096,2325,5408,1,region_kandarin,1,Gnome#Level 1,,"|x:2325,y:5408"
Gnome,6095,6095,2329,5418,1,region_kandarin,1,Gnome#Level 1,,"|x:2329,y:5418"
Gnome,6094,6094,2346,5410,1,region_kandarin,1,Gnome#Level 1,,"|x:2346,y:5410"
Gnome,6095,6095,2346,5418,1,region_kandarin,1,Gnome#Level 1,,"|x:2346,y:5418"
Gnome,6096,6096,2347,5422,1,region_kandarin,1,Gnome#Level 1,,"|x:2347,y:5422"
Gnome,6095,6095,2352,5422,1,region_kandarin,1,Gnome#Level 1,,"|x:2352,y:5422"
Gnome,6095,6095,2353,5402,1,region_kandarin,1,Gnome#Level 1,,"|x:2353,y:5402"
Gnome,6094,6094,2354,5412,1,region_kandarin,1,Gnome#Level 1,,"|x:2354,y:5412"
Gnome,6094,6094,2354,5418,1,region_kandarin,1,Gnome#Level 1,,"|x:2354,y:5418"
Gnome,6095,6095,2362,5423,1,region_kandarin,1,Gnome#Level 1,,"|x:2362,y:5423"
Gnome,6096,6096,2337,5410,2,region_kandarin,1,Gnome#Level 1,,"|x:2337,y:5410"
Gnome,6095,6095,2456,3425,0,region_kandarin,1,Gnome#Level 1,,"|x:2456,y:3425"
Gnome,6095,6095,2459,3421,0,region_kandarin,1,Gnome#Level 1,,"|x:2459,y:3421"
Gnome,6095,6095,2462,3431,0,region_kandarin,1,Gnome#Level 1,,"|x:2462,y:3431"
Gnome,6095,6095,2394,3500,1,region_kandarin,1,Gnome#Level 1,,"|x:2394,y:3500"
Gnome,6096,6096,2400,3514,1,region_kandarin,1,Gnome#Level 1,,"|x:2400,y:3514"
Gnome,6095,6095,2417,3483,1,region_kandarin,1,Gnome#Level 1,,"|x:2417,y:3483"
Gnome,6094,6094,2417,3493,1,region_kandarin,1,Gnome#Level 1,,"|x:2417,y:3493"
Gnome,6096,6096,2418,3485,1,region_kandarin,1,Gnome#Level 1,,"|x:2418,y:3485"
Gnome,6094,6094,2418,3495,1,region_kandarin,1,Gnome#Level 1,,"|x:2418,y:3495"
Gnome,6095,6095,2377,3442,0,region_kandarin,1,Gnome#Level 1,,"|x:2377,y:3442"
Gnome,6096,6096,2378,3423,0,region_kandarin,1,Gnome#Level 1,,"|x:2378,y:3423"
Gnome,6095,6095,2380,3425,0,region_kandarin,1,Gnome#Level 1,,"|x:2380,y:3425"
Gnome,6095,6095,2383,3433,0,region_kandarin,1,Gnome#Level 1,,"|x:2383,y:3433"
Gnome,6094,6094,2383,3452,0,region_kandarin,1,Gnome#Level 1,,"|x:2383,y:3452"
Gnome,6096,6096,2393,3435,0,region_kandarin,1,Gnome#Level 1,,"|x:2393,y:3435"
Gnome,6096,6096,2394,3425,0,region_kandarin,1,Gnome#Level 1,,"|x:2394,y:3425"
Gnome,6096,6096,2395,3449,0,region_kandarin,1,Gnome#Level 1,,"|x:2395,y:3449"
Gnome,6094,6094,2401,3417,0,region_kandarin,1,Gnome#Level 1,,"|x:2401,y:3417"
Gnome,6094,6094,2402,3422,0,region_kandarin,1,Gnome#Level 1,,"|x:2402,y:3422"
Gnome,6094,6094,2402,3441,0,region_kandarin,1,Gnome#Level 1,,"|x:2402,y:3441"
Gnome,6094,6094,2403,3430,0,region_kandarin,1,Gnome#Level 1,,"|x:2403,y:3430"
Gnome,6096,6096,2403,3433,0,region_kandarin,1,Gnome#Level 1,,"|x:2403,y:3433"
Gnome,6095,6095,2405,3447,0,region_kandarin,1,Gnome#Level 1,,"|x:2405,y:3447"
Gnome,6095,6095,2406,3440,0,region_kandarin,1,Gnome#Level 1,,"|x:2406,y:3440"
Gnome,6094,6094,2408,3441,0,region_kandarin,1,Gnome#Level 1,,"|x:2408,y:3441"
Gnome,6094,6094,2409,3430,0,region_kandarin,1,Gnome#Level 1,,"|x:2409,y:3430"
Gnome,6096,6096,2420,3429,0,region_kandarin,1,Gnome#Level 1,,"|x:2420,y:3429"
Gnome,6096,6096,2420,3438,0,region_kandarin,1,Gnome#Level 1,,"|x:2420,y:3438"
Gnome,6094,6094,2423,3426,0,region_kandarin,1,Gnome#Level 1,,"|x:2423,y:3426"
Gnome,6094,6094,2427,3428,0,region_kandarin,1,Gnome#Level 1,,"|x:2427,y:3428"
Gnome,6094,6094,2427,3440,0,region_kandarin,1,Gnome#Level 1,,"|x:2427,y:3440"
Gnome,6095,6095,2393,3451,1,region_kandarin,1,Gnome#Level 1,,"|x:2393,y:3451"
Gnome,6095,6095,2408,3437,1,region_kandarin,1,Gnome#Level 1,,"|x:2408,y:3437"
Gnome,6095,6095,2521,3169,0,region_kandarin,1,Gnome#Level 1,,"|x:2521,y:3169"
Gnome,6095,6095,2521,3171,0,region_kandarin,1,Gnome#Level 1,,"|x:2521,y:3171"
Gnome,6096,6096,2522,3172,0,region_kandarin,1,Gnome#Level 1,,"|x:2522,y:3172"
Gnome,6094,6094,2526,3168,0,region_kandarin,1,Gnome#Level 1,,"|x:2526,y:3168"
Gnome,6094,6094,2529,3163,0,region_kandarin,1,Gnome#Level 1,,"|x:2529,y:3163"
Gnome,6094,6094,2530,3172,0,region_kandarin,1,Gnome#Level 1,,"|x:2530,y:3172"
Gnome,6094,6094,2536,3169,0,region_kandarin,1,Gnome#Level 1,,"|x:2536,y:3169"
Gnome,6095,6095,2033,5530,1,region_kandarin,1,Gnome#Level 1,,"|x:2033,y:5530"
Gnome,6096,6096,2433,3474,0,region_kandarin,1,Gnome#Level 1,,"|x:2433,y:3474"
Gnome,6096,6096,2433,3492,0,region_kandarin,1,Gnome#Level 1,,"|x:2433,y:3492"
Gnome,6094,6094,2435,3460,0,region_kandarin,1,Gnome#Level 1,,"|x:2435,y:3460"
Gnome,6095,6095,2437,3478,0,region_kandarin,1,Gnome#Level 1,,"|x:2437,y:3478"
Gnome,6094,6094,2440,3470,0,region_kandarin,1,Gnome#Level 1,,"|x:2440,y:3470"
Gnome,6095,6095,2442,3465,0,region_kandarin,1,Gnome#Level 1,,"|x:2442,y:3465"
Gnome,6094,6094,2447,3502,0,region_kandarin,1,Gnome#Level 1,,"|x:2447,y:3502"
Gnome,6095,6095,2456,3467,0,region_kandarin,1,Gnome#Level 1,,"|x:2456,y:3467"
Gnome,6094,6094,2457,3462,0,region_kandarin,1,Gnome#Level 1,,"|x:2457,y:3462"
Gnome,6096,6096,2458,3497,0,region_kandarin,1,Gnome#Level 1,,"|x:2458,y:3497"
Gnome,6096,6096,2464,3505,0,region_kandarin,1,Gnome#Level 1,,"|x:2464,y:3505"
Gnome,6095,6095,2471,3496,0,region_kandarin,1,Gnome#Level 1,,"|x:2471,y:3496"
Gnome,6095,6095,2474,3508,0,region_kandarin,1,Gnome#Level 1,,"|x:2474,y:3508"
Gnome,6095,6095,2475,3471,0,region_kandarin,1,Gnome#Level 1,,"|x:2475,y:3471"
Gnome,6096,6096,2476,3458,0,region_kandarin,1,Gnome#Level 1,,"|x:2476,y:3458"
Gnome,6094,6094,2478,3502,0,region_kandarin,1,Gnome#Level 1,,"|x:2478,y:3502"
Gnome,6095,6095,2479,3468,0,region_kandarin,1,Gnome#Level 1,,"|x:2479,y:3468"
Gnome,6095,6095,2486,3470,0,region_kandarin,1,Gnome#Level 1,,"|x:2486,y:3470"
Gnome,6095,6095,2492,3474,0,region_kandarin,1,Gnome#Level 1,,"|x:2492,y:3474"
Gnome,6095,6095,2443,3464,1,region_kandarin,1,Gnome#Level 1,,"|x:2443,y:3464"
Gnome,6095,6095,2443,3502,1,region_kandarin,1,Gnome#Level 1,,"|x:2443,y:3502"
Gnome,6096,6096,2445,3502,1,region_kandarin,1,Gnome#Level 1,,"|x:2445,y:3502"
Gnome,6095,6095,2448,3496,1,region_kandarin,1,Gnome#Level 1,,"|x:2448,y:3496"
Gnome,6094,6094,2449,3492,1,region_kandarin,1,Gnome#Level 1,,"|x:2449,y:3492"
Gnome,6095,6095,2449,3506,1,region_kandarin,1,Gnome#Level 1,,"|x:2449,y:3506"
Gnome,6094,6094,2450,3490,1,region_kandarin,1,Gnome#Level 1,,"|x:2450,y:3490"
Gnome,6096,6096,2453,3488,1,region_kandarin,1,Gnome#Level 1,,"|x:2453,y:3488"
Gnome,6095,6095,2457,3498,1,region_kandarin,1,Gnome#Level 1,,"|x:2457,y:3498"
Gnome,6094,6094,2474,3490,1,region_kandarin,1,Gnome#Level 1,,"|x:2474,y:3490"
Gnome,6095,6095,2474,3498,1,region_kandarin,1,Gnome#Level 1,,"|x:2474,y:3498"
Gnome,6096,6096,2475,3502,1,region_kandarin,1,Gnome#Level 1,,"|x:2475,y:3502"
Gnome,6095,6095,2480,3502,1,region_kandarin,1,Gnome#Level 1,,"|x:2480,y:3502"
Gnome,6095,6095,2481,3482,1,region_kandarin,1,Gnome#Level 1,,"|x:2481,y:3482"
Gnome,6094,6094,2482,3492,1,region_kandarin,1,Gnome#Level 1,,"|x:2482,y:3492"
Gnome,6094,6094,2482,3498,1,region_kandarin,1,Gnome#Level 1,,"|x:2482,y:3498"
Gnome,6095,6095,2490,3503,1,region_kandarin,1,Gnome#Level 1,,"|x:2490,y:3503"
Gnome,6096,6096,2465,3490,2,region_kandarin,1,Gnome#Level 1,,"|x:2465,y:3490"
Gnome,6094,6094,2399,3356,0,region_kandarin,1,Gnome#Level 1,,"|x:2399,y:3356"
Gnome,6095,6095,2400,3356,0,region_kandarin,1,Gnome#Level 1,,"|x:2400,y:3356"
Gnome,6096,6096,2401,3357,0,region_kandarin,1,Gnome#Level 1,,"|x:2401,y:3357"
Gnome woman,6087,6087,2320,5409,0,region_kandarin,1,Gnome woman#2,,"|x:2320,y:5409"
Gnome woman,6087,6087,2322,5408,0,region_kandarin,1,Gnome woman#2,,"|x:2322,y:5408"
Gnome woman,6087,6087,2335,5428,0,region_kandarin,1,Gnome woman#2,,"|x:2335,y:5428"
Gnome woman,6087,6087,2345,5409,0,region_kandarin,1,Gnome woman#2,,"|x:2345,y:5409"
Gnome woman,6087,6087,2346,5377,0,region_kandarin,1,Gnome woman#2,,"|x:2346,y:5377"
Gnome woman,6087,6087,2351,5423,0,region_kandarin,1,Gnome woman#2,,"|x:2351,y:5423"
Gnome woman,6087,6087,2358,5387,0,region_kandarin,1,Gnome woman#2,,"|x:2358,y:5387"
Gnome woman,6087,6087,2309,5383,1,region_kandarin,1,Gnome woman#2,,"|x:2309,y:5383"
Gnome woman,6087,6087,2320,5409,1,region_kandarin,1,Gnome woman#2,,"|x:2320,y:5409"
Gnome woman,6087,6087,2354,5428,1,region_kandarin,1,Gnome woman#2,,"|x:2354,y:5428"
Gnome woman,6087,6087,2439,3433,0,region_kandarin,1,Gnome woman#2,,"|x:2439,y:3433"
